Name,Location,Latitude,Longitude
K16C,Kenosha Coast Guard Station,42.583,-87.75
K17C,Ludington Coast Guard Station,43.95,-86.466
K17W,"Wadena, Wadena Municipal Airport",46.446,-95.211
K17Y,"Mc Gregor, Isedor Iverson Airport",46.618,-93.309
K18B,Monhegan / Manana Island,43.766,-69.333
K18C,Michigan City Coast Guard Station,41.716,-86.916
K18N,New London Ledge Coast Guard Station,41.3,-72.083
K19C,Muskegon Coast Guard Station,43.233,-86.333
K19D,Mora Municipal Automatic Weather Observing / Reporting System,45.883,-93.266
K19G,Buffalo Coast Guard Station,42.883,-78.883
K19R,Ship Shoal Platform,28.683,-91.216
K1A5,"Franklin, Macon County Airport",35.216,-83.416
K1A6,"Middlesboro, Middlesboro-Bell County Airport",36.610,-83.737
K1B7,Boothville Heliport,29.35,-89.433
K1F0,"Ardmore, Ardmore Downtown Executive Airport",34.146,-97.122
K1F9,"Bridgeport, Bridgeport Municipal Airport",33.175,-97.828
K1G2,"Granite Falls, Granite Falls Municipal Airport/Lenzen-Roe Memorial Field",44.753,-95.555
K1G7,Mississippi Canyon,28.783,-89.05
K1H2,"Effingham, Effingham County Memorial Airport",39.070,-88.533
K1J0,TRI COUNTY AIRPORT,30.833,-85.6
K1J2,Tybee Coast Guard Station,32.016,-80.85
K1J3,Ponce De Leon Inlet,29.066,-80.916
K1J4,Cape San Blas Coast Guard Station,29.683,-85.366
K1J5,Santa Rosa Coast Guard Station,30.316,-87.25
K1K5,Elkhart / Elkhart-Morton County Airport,37.0,-101.883
K1L2,Santa Monica Pier,34.0,-118.5
K1M4,"Haleyville, Posey Field Airport",34.280,-87.600
K1O5,Montague,41.733,-122.55
K1P1,"Plymouth, Plymouth Municipal Airport",43.779,-71.753
K1V1,Rifle Aviation Weather Reporting Station,39.533,-107.8
K1V4,ST JOHNSBURY FAIRBANKS,44.416,-72.016
K20B,Rockland Coast Guard Station,44.1,-69.1
K20C,Saint Joseph Coast Guard Station,42.116,-86.483
K20G,Ashtabula Coast Guard Station,41.916,-80.8
K20J,West Jonesport Coast Guard Station,44.533,-67.616
K20U,Beach Airport Beach,46.925,-103.981
K215,"Rantoul, Frank Elliott Field Airport",40.284,-88.134
K21C,Sheboygan Coast Guard Station,43.75,-87.7
K21D,Lake Elmo Airport,44.0,-92.85
K23B,Seguin Island Coast Guard Light Station,43.666,-69.766
K23G,Cleveland Harbor Coast Guard Station,41.5,-81.716
K24B,West Quoddy Head Coast Guard Light Station,44.8,-66.95
K24G,Toledo Coast Guard Station,41.7,-83.45
K25B,Portsmouth Harbor,43.066,-70.716
K25G,Erie Coast Guard Station,42.116,-80.083
K25R,"Edinburg, Edinburg International Airport",26.441,-98.129
K26B,Isle Of Shoals Coast Guard Station,42.966,-70.616
K26G,Rochester Coast Guard Light Station,43.25,-77.6
K27A,"Elberton, Elbert County Airport-Patz Field",34.095,-82.815
K27B,Cape Neddick Coast Guard Light Station,43.166,-70.6
K27G,Lorain Coast Guard Station,41.466,-82.183
K27U,Salmon,45.183,-113.9
K27Y,Grand Marais Coast Guard Station,46.666,-85.983
K28G,Oswego Coast Guard Station,43.466,-76.516
K28K,Grncyn Blk52 Supplementary Aviation Weather Reporting Station,27.883,-91.5
K28T,Sabine Pass,29.7,-93.95
K28Y,North Manitou Shoal,45.016,-85.95
K29B,Boston / Hull Coast Guard Light Station,42.316,-70.883
K29G,Ravenna / Portage County,41.216,-81.25
K29Y,Devils Island Light Station,47.083,-90.733
K2B8,Portland Head Coast Guard Light Station,43.616,-70.2
K2C2,White Sands,32.383,-106.483
K2C8,Cavalier Municipal Airport,48.783,-97.631
K2F8,"Bastrop, Morehouse Memorial Airport",32.755,-91.880
K2G6,"Meadville, Port Meadville Airport",41.625,-80.212
K2GL,"Galliano, Galliano Heliport",29.413,-90.298
K2H1,Huntington B. Oil,33.566,-118.133
K2I4,Columbus / Bolton Field,39.9,-83.133
K2I5,"Rantoul, Rantoul Natl Aviation Cntr-Frank Elliott Fld Airp.",40.293,-88.142
K2L6,Marina Del Rey,33.966,-118.433
K2L7,Solana Beach,32.983,-117.266
K2P3,"Paynesville, Paynesville Municipal Airport",45.372,-94.746
K2PJ,"Poinsett Range, Sumpter",33.85,-80.483
K2R8,"Port Aransas, Mustang Beach Airport",27.811,-97.088
K2S9,Willapa Harbor,46.7,-123.816
K2U7,"Stanley, Stanley Airport",44.208,-114.934
K2V9,Gunnison Aviation Weather Reporting Station,38.6,-106.916
K2WX,BUFFALO,45.6,-103.55
K30G,Saginaw River Coast Guard Station,43.633,-83.85
K30N,Faulkner Island Coast Guard Light Station,41.216,-72.666
K30Y,Duluth Harbor Coast Guard Station,46.766,-92.083
K31B,Chatham Coast Guard Station,41.666,-69.95
K31F,"Seminole, Gaines County Airport",32.675,-102.652
K31G,Belle Isle Coast Guard Station,42.333,-82.966
K31Y,Eagle Harbor Coast Guard Light Station,47.466,-88.166
K32N,Little Gulf Island Light Station,41.2,-72.1
K32Y,Portage Coast Guard Station,47.233,-88.633
K33B,Buzzards Bay Coast Guard Light Station,41.383,-71.033
K33G,Port Huron Coast Guard Station,43.0,-82.416
K34B,Gloucester Coast Guard Station,42.583,-70.666
K34N,Eatons Neck Coast Guard Station,40.95,-73.4
K34Y,Marquette Coast Guard Light Station,46.55,-87.383
K35B,Merrimac River Coast Guard Station,42.816,-70.866
K36B,Race Point Coast Guard Station,42.05,-70.183
K36U,"Heber, Heber City Municipal-Russ McDonald Field Airport",40.481,-111.428
K36Y,Point Betsie / Frankfort,44.616,-86.2
K37B,Scituate Coast Guard Station,42.2,-70.716
K37W,"Erwin, Harnett County Airport",35.378,-78.733
K38Y,Saint Ignace,45.85,-84.716
K39Y,Tawas Point Coast Guard Station,44.25,-83.433
K3A1,"Cullman, Folsom Field Airport",34.268,-86.858
K3A6,Newhall,34.366,-118.566
K3B1,"Greenville, Greenville Municipal Airport",45.463,-69.551
K3B2,Marshfield Airport,42.1,-70.683
K3B6,Eugene Island 330,28.083,-92.7
K3B9,"Chester, Chester Airport",41.383,-72.505
K3D4,"Frankfort, Frankfort Dow Memorial Field Airport",44.625,-86.200
K3DU,Drummond,46.666,-113.15
K3HE,Howell,42.633,-83.983
K3HT,Harlowton,46.433,-109.833
K3I2,"Point Pleasant, Mason County Airport",38.914,-82.098
K3J7,"Greensboro, Greene County Regional Airport",33.597,-83.138
K3KM,"Wichita, Colonel James Jabara Airport",37.749,-97.218
K3L3,Newport Beach,33.6,-117.883
K3LC,"Lincoln, Logan County Airport",40.158,-89.334
K3LF,"Litchfield, Litchfield Municipal Airport",39.162,-89.674
K3MW,Mount Werner,40.459,-106.759
K3O6,Treasure Island,37.8,-122.366
K3OI,Lamoni,40.616,-93.95
K3R1,"Bay City, Bay City Municipal Airport",28.966,-95.85
K3RN,Graying Air Force Range,44.833,-84.55
K3S2,Aurora State,45.25,-122.766
K3SE,Spencer,43.166,-95.15
K3T1,"Mineola/Quitman, Wood County Airport",32.741,-95.496
K3T5,"La Grange, Fayette Regional Air Center Airport",29.908,-96.95
K3TH,Thompson Falls,47.6,-115.366
K3V8,Venice Heliport,29.116,-89.2
K3W4,Swansboro / Bogue,34.65,-77.1
K40B,Clayton Lake,46.616,-69.533
K40G,"Grand Canyon, Valle Airport",35.650,-112.146
K40J,PERRY-FOLEY AIRPORT,30.066,-83.583
K40Y,Thunder Bay Island,45.066,-83.55
K41G,Bath,42.85,-84.483
K41I,Eugene Island,28.466,-91.783
K43F,Litchfield Municipal,45.1,-94.5
K43S,West Point Coast Guard Light Station,47.666,-122.433
K44N,Millbrook / Sky Acres,41.7,-73.733
K44W,Diamond Shoals Coast Guard Station,35.15,-75.3
K44Y,Sault Ste. Marie Coast Guard Station,46.5,-84.333
K45B,Brant Point Coast Guard Station,41.283,-70.083
K45J,"Rockingham, Rockingham-Hamlet Airport",34.890,-79.758
K45N,Bay Shore / Fire Island,40.633,-73.266
K45W,Oracoke Coast Guard Station,35.116,-75.983
K46D,Carrington Municipal Airport,47.451,-99.151
K48I,"Sutton, Braxton County Airport",38.686,-80.651
K48N,Montauk Point Coast Guard Light Station,41.066,-71.933
K49N,East Moriches Coast Guard Station,40.783,-72.75
K49Y,"Preston, Fillmore County Airport",43.676,-92.179
K4A9,"Fort Payne, Isbell Field Airport",34.473,-85.721
K4BK,Brookings,42.05,-124.283
K4BL,Blanding,37.616,-109.466
K4BM,Wilkerson Pass,39.050,-105.514
K4BQ,Broadus,45.433,-105.4
K4CB,Cuddleback Gunnery Range,35.266,-117.433
K4CR,Corona / Lincoln,34.1,-105.683
K4DG,Douglas,42.75,-105.383
K4F4,"Gilmer, Fox Stephens Field - Gilmer Municipal Airport",32.698,-94.948
K4HV,Hanksville,38.366,-110.716
K4L7,Hermosa Beach Pier,33.866,-118.4
K4LW,Lakeview,42.216,-120.35
K4MR,Melrose Gunnery Range,34.3,-103.8
K4MY,Moriarty,34.983,-106.05
K4O4,"Idabel, Mc Curtain County Regional Airport",33.909,-94.859
K4OM,Omak,48.416,-119.533
K4SL,Torreon,35.8,-107.183
K4SU,Superior Valley Gunnery Range,36.333,-117.1
K4SV,Strevell,42.016,-113.25
K4T6,"Midlothian/Waxahachie, Mid-Way Regional Airport",32.455,-96.912
K4V5,Durango Aviation Weather Reporting Station,37.283,-107.866
K50N,Rockaway Coast Guard Station,40.566,-73.883
K50Q,Farallon Island,37.7,-123.0
K51N,Short Beach Coast Guard Station,40.583,-73.55
K51Q,San Francisco Pbs,37.75,-122.7
K52N,Wildwood,39.0,-74.816
K52Q,Davis Point Aviation Weather Reporting Station,38.05,-122.266
K53D,Glenwood,45.65,-95.383
K53Q,Pillar Pt / El Granda,37.5,-122.5
K53S,Point Wilson Coast Guard Light Station,48.116,-122.75
K54N,Manasquan Inl Coast Guard Station,40.1,-74.016
K54Q,Castroville / Moss,36.8,-121.8
K55D,"Grayling, Grayling AAF Airport",44.680,-84.728
K55N,Atlantic City Coast Guard Station,39.383,-74.416
K56N,Sandy Hook Coast Guard Station,40.466,-74.016
K5D3,"Owosso, Owosso Community Airport",42.992,-84.138
K5G9,"Lambertville, Toledo Suburban Airport",41.735,-83.655
K5H4,Harvey Municipal Airport,47.791,-99.931
K5J0,"John Day, John Day State Airport",44.404,-118.962
K5L8,Long Beach,33.766,-118.166
K5R0,East Addition B323,28.216,-93.75
K5R5,"Wharton, Wharton Regional Airport",29.254,-96.154
K5SM,Sunlight,39.425,-107.379
K5T5,"Hillsboro, Hillsboro Municipal Airport",32.083,-97.097
K5T6,"Santa Teresa, Dona Ana County Airport at Santa Teresa",31.880,-106.704
K60Y,"Slayton, Slayton Municipal Airport",43.986,-95.782
K61N,Indian River Coast Guard Station,38.616,-75.066
K61W,Annapolis Coast Guard Station,38.916,-76.466
K62G,Wilmette Marines,42.066,-87.683
K62H,"Giddings, Giddings-Lee County Airport",30.169,-96.98
K62W,Cape Henry Coast Guard Light Station,36.933,-76.0
K63G,Chicago / Calumet Coast Guard Station,41.716,-87.533
K63W,Milford Haven Coast Guard Station,37.483,-76.316
K64W,Parramore Beach,37.533,-75.616
K65W,Thomas Point Coast Guard Station,38.9,-76.433
K66W,Cove Point Coast Guard Light Station,38.383,-76.383
K67B,Castle Hill Coast Guard Station,41.45,-71.35
K67W,Stillpond Coast Guard Station,39.333,-76.1
K69R,"Rocksprings, Edwards County Airport",29.946,-100.173
K6A3,"Andrews, Andrews-Murphy Airport",35.194,-83.864
K6L9,Huntington Beach,33.65,-118.0
K6R6,DRYDEN-TERRELL COUNTY AIRPORT,30.05,-102.216
K6V3,"Richlands, Tazewell County Airport",37.063,-81.798
K75S,Burlington / Mt Vern,48.466,-122.416
K76S,Oak Harbor Airpark,48.25,-122.666
K77M,Malta,42.316,-113.333
K77W,Cape Lookout Coast Guard Station,34.6,-76.533
K78D,"Caro, Tuscola Area Airport",43.458,-83.445
K78N,"Reidsville, Rockingham County NC Shiloh Airport",36.437,-79.850
K78W,South Port / Oak Island Coast Guard Station,33.883,-78.016
K79J,OPP/ANDALUSIA,31.3,-86.383
K7A9,Plains / Peterson Field,32.083,-84.366
K7B5,West Cameron 560A,28.283,-93.183
K7BM,Cottonwood Pass,38.782,-106.218
K7D2,"Troy, Oakland/Troy Airport",42.542,-83.177
K7F6,"Clarksville, Clarksville-Red River County Airport",33.593,-95.063
K7F9,"Comanche, Comanche County-City Airport",31.916,-98.600
K7L2,Linton Municipal Airport,46.220,-100.245
K7R2,Leeville,29.216,-90.233
K7R3,Amelia / Lake Palourd,29.7,-91.1
K7R4,Intracoastal City,29.783,-92.133
K7R5,Cameron Heliport,29.783,-93.3
K7R8,South Marsh Island,28.3,-91.983
K82S,Cape Disappointment,46.283,-124.05
K83S,Coos Bay Coast Guard Station,43.35,-124.333
K84J,Folly Beach Long Range Navigation,32.683,-79.883
K84Q,Blunts Reef Coast Guard Station,40.433,-124.5
K84S,Grays Harbor Coast Guard Station,46.916,-124.1
K85J,Georgetown Coast Guard Light Station,33.216,-79.183
K85Q,Santa Cruz Harbor,36.966,-122.0
K85S,Siuslaw River Coast Guard Station,44.0,-124.116
K86J,Sullivans Island Coast Guard Station,32.766,-79.85
K86Q,St George Reef Coast Guard Light Station,41.833,-124.4
K86S,Smith Island Coast Guard Light Station,48.316,-122.85
K87Q,Point Piedras Blanca,35.665,-121.284
K87S,Quillayute River Coast Guard Light Station,47.9,-124.633
K88Q,Samoa / Humboldt Bay,40.766,-124.233
K88S,Tillamook Bay Coast Guard Station,45.566,-123.916
K89Q,Point Arena Coast Guard Light Station,38.95,-123.733
K8A0,"Albertville, Albertville Municipal Airport",34.228,-86.255
K8B9,Egg Rock Light Station,44.35,-68.133
K8D3,SISSETON MUNICIPAL AIRPORT,45.666,-96.983
K8R0,Pascagoula Coast Guard Station,30.366,-88.566
K8R1,Mobile Point Coast Guard Station,30.233,-88.033
K8R3,Southwest Pass Coast Guard Station,28.916,-89.433
K8R5,Grand Isle Coast Guard Station,29.266,-89.95
K8R6,Calcasieu Coast Guard Station,29.783,-93.35
K8R7,Sabine Pass Coast Guard Station,29.733,-93.866
K8R8,Freeport Coast Guard Station,28.95,-95.3
K8S0,"Browning, Starr-Browning Airstrip",48.601,-113.114
K8Y2,"Buffalo, Buffalo Municipal Airport",45.158,-93.843
K8Y8,Crane Lake Automatic Weather Observing / Reporting System,46.266,-92.566
K90S,Umpqua River Coast Guard Station,43.683,-124.166
K91Q,Point Blunt Coast Guard Light Station,37.85,-122.416
K91S,Alki Point Coast Guard Light Station,47.516,-122.416
K92Q,Bodega Bay Coast Guard Light Station,38.316,-123.05
K92S,Cape Blanco Coast Guard Station,42.833,-124.566
K93Q,Pigeon Point Coast Guard Light Station,37.183,-122.4
K93S,Cape Flattery Coast Guard Light Station,48.383,-124.733
K94B,Wood Island Light Station,43.45,-70.316
K94Q,Point Bonita Coast Guard Light Station,37.8,-122.516
K95B,Cape Vincent Marine Aviation Reporting Station,44.116,-76.333
K95Q,Point Pinos Coast Guard Light Station,36.633,-121.933
K95S,Yaquina Bay Coast Guard Station,44.616,-124.05
K96B,Owl's Head Light Station,44.083,-69.033
K96D,Walhalla Municipal Airport,48.940,-97.902
K96S,New Dungeness Coast Guard Station,48.166,-123.1
K97Q,Point Reyes Coast Guard Station,38.0,-123.016
K97S,Point No Point Coast Guard Station,47.916,-122.533
K98Q,Rio Vista Coast Guard Light Station,38.15,-121.7
K99M,"Moorhead, Moorhead Municipal Airport",46.839,-96.663
K99Q,Port Chicago,38.033,-122.033
K99S,Point Robinson Coast Guard Light Station,47.383,-122.366
K9B2,Newport,44.933,-72.2
K9B5,Bear Island Coast Guard Station,44.283,-68.266
K9BB,Wells,41.116,-114.966
K9D7,Cando Municipal Airport,48.48,-99.236
K9L0,Dana Point,33.45,-117.683
K9L2,"Edwards, Edwards Air Force Auxiliary North Base",34.983,-117.85
K9R0,Galveston Coast Guard Station,29.333,-94.766
K9R1,Port Aransas Coast Guard Station,27.833,-97.066
K9V9,CHAMBERLAIN MUNICIPAL AIRPORT,43.766,-99.316
KA21,"Portage Glacier, Portage Visitor Center",60.784,-148.846
KAAA,"Lincoln, Logan County Airport",40.158,-89.334
KAAF,APALACHICOLA MUNICIPAL AIRPORT,29.733,-85.016
KABY,ALBANY SOUTHWEST GEORGIA,31.533,-84.2
KACK,NANTUCKET MEMORIAL AIRPORT,41.25,-70.066
KACQ,"Waseca, Waseca Municipal Airport",44.073,-93.553
KACT,WACO REGIONAL AIRPORT,31.6,-97.216
KADG,ADRIAN LENAWEE COUNTY AIRPORT,41.866,-84.083
KADM,"Ardmore, Ardmore Municipal Airport",34.303,-97.019
KADQ,"Kodiak, Kodiak Airport",57.751,-152.485
KADS,Dallas / Addison Airport,32.966,-96.833
KADU,"Audubon, Audubon County Airport",41.701,-94.920
KADW,Camp Springs / Andrews Air Force Base,38.816,-76.85
KAEG,"Albuquerque, Double Eagle II Airport",35.145,-106.795
KAEJ,Buena Vista,38.814,-106.120
KAEX,ALEXANDRIA INTERNATIONAL AIRPORT,31.55,-92.933
KAFJ,"Washington, Washington County Airport",40.133,-80.283
KAFK,"Nebraska City, Nebraska City Municipal Airport",40.6,-95.85
KAFN,JAFFREY MUNI-SILVER RANCH,42.8,-72.0
KAFW,FORT WORTH ALLIANCE AIRPORT,32.983,-97.316
KAGS,AUGUSTA BUSH FIELD,33.366,-81.966
KAIG,"Antigo, Langlade County Airport",45.15,-89.1
KAIO,Atlantic,41.4,-95.05
KAIT,"Aitkin, Aitkin Municipal Airport-Steve Kurtz Field",46.55,-93.683
KAIZ,"Kaiser Lake Ozark, Lee C Fine Memorial Airport",38.1,-92.55
KAJG,"Mount Carmel, Mount Carmel Municipal Airport",38.606,-87.726
KAKH,GASTONIA MUNICIPAL AIRPORT,35.2,-81.15
KALB,ALBANY INTERNATIONAL AIRPORT,42.75,-73.8
KALN,"Alton/St. Louis, St. Louis Regional Airport",38.9,-90.05
KALO,WATERLOO MUNICIPAL AIRPORT,42.55,-92.4
KAMA,AMARILLO INTERNATIONAL  AIRPORT,35.216,-101.716
KAMW,AMES MUNICIPAL AIRPORT,41.983,-93.616
KANB,ANNISTON METRO AIRPORT,33.583,-85.85
KANJ,SAULT STE. MARIE MUNI,46.483,-84.35
KANW,Ainsworth Municipal,42.583,-100.0
KAOH,LIMA ALLEN COUNTY AIRPORT,40.7,-84.016
KAPN,ALPENA COUNTY REGIONAL AIRPORT,45.083,-83.566
KAQO,"Llano, Llano Municipal Airport",30.783,-98.661
KAQP,"Appleton, Appleton Municipal Airport",45.227,-96.004
KAQQ,"Apalachicola, Apalachicola",29.726,-85.024
KAQR,"Atoka, Atoka Municipal Airport",34.398,-96.148
KAQV,"Ft. Polk, Peason Ridge",31.666,-93.45
KAQW,N ADAMS HARRIMAN-AND-WEST,42.7,-73.166
KARL,Arlington,41.7,-106.216
KARM,"Wharton, Wharton Regional Airport",29.254,-96.154
KARR,CHICAGO AURORA MUNICIPAL,41.766,-88.466
KASD,SLIDELL AIRPORT,30.35,-89.816
KASH,"Nashua, Boire Field Airport",42.781,-71.514
KASJ,"Ahoskie, Tri-County Airport",36.297,-77.170
KAST,PORT OF ASTORIA AIRPORT,46.15,-123.883
KASX,ASHLAND KENNEDY MEMORIAL,46.55,-90.916
KATT,CAMP MABRY/AUSTIN CITY ASOS,30.316,-97.766
KATX,Seattle NEXRAD,48.2,-122.5
KATY,WATERTOWN MUNICIPAL AIRPORT,44.9,-97.15
KAUD,Audubon Park,29.933,-90.133
KAUG,AUGUSTA STATE AIRPORT,44.316,-69.8
KAUM,Austin Municipal,43.666,-92.933
KAUN,"Auburn, Auburn Municipal Airport",38.95,-121.066
KAUO,Auburn-Opelika Airport,32.616,-85.433
KAUS,AUSTIN-BERGSTROM INTERNATIONAL  AIRPORT,30.183,-97.683
KAVK,"Alva, Alva Regional Airport",36.773,-98.669
KAVL,ASHEVILLE REGIONAL AIRPORT,35.433,-82.533
KAWH,Wildhorse Reservation / Elko,41.666,-115.783
KAWI,"Wainwright, Wainwright Airport",70.638,-160.006
KAWM,WEST MEMPHIS MUNICIPAL AIRPORT,35.133,-90.233
KAXA,Algona,43.083,-94.266
KAXN,CHANDLER FIELD,45.866,-95.4
KAXS,"Altus, Altus/Quartz Mountain Regional Airport",34.698,-99.338
KAYE,Fort Devens / Ayer,42.566,-71.6
KAYS,"Waycross / Ware County, Ga",31.25,-82.4
KAZC,"Colorado City, Colorado City Municipal Airport",36.95,-113.0
KAZO,KALAMAZOO/BATTLE CREEK AIRPORT,42.233,-85.55
KBAB,"Marysville, Beale Air Force Base",39.133,-121.433
KBAC,Barnes County Municipal Airport,46.941,-98.018
KBAF,WESTFIELD BARNES MUNICIPAL,42.166,-72.716
KBAN,"MCMWTC BRIDGEPORT, CA",38.35,-119.516
KBAZ,NEW BRAUNFELS MUNICIPAL AIRPORT,29.716,-98.05
KBBD,"Brady, Curtis Field Airport",31.179,-99.323
KBBF,Brazos 133,27.835,-96.013
KBCE,BRYCE CANYON AIRPORT,37.7,-112.15
KBCT,"Boca Raton, Boca Raton Airport",26.378,-80.107
KBDE,BAUDETTE INTERNATIONAL AIRPORT,48.733,-94.616
KBDL,BRADLEY INTERNATIONAL AIRPORT,41.933,-72.683
KBFD,BRADFORD REGIONAL AIRPORT,41.8,-78.633
KBFW,Silver Bay,47.2,-91.4
KBGD,BORGER HUTCHINSON CO AIRPORT,35.7,-101.4
KBGM,BINGHAMTON REGIONAL AIRPORT,42.2,-75.983
KBHK,BAKER MUNICIPAL AIRPORT,46.35,-104.25
KBID,"Block Island, Block Island State Airport",41.166,-71.566
KBIE,Beatrice Municipal,40.3,-96.75
KBIF,Biggs Army Air Field / Ft. Bliss,31.85,-106.383
KBIG,"Delta Junction / Ft. Greely, Allen Army Air Field",63.993,-145.692
KBIH,BISHOP AIRPORT,37.366,-118.366
KBIV,HOLLAND TULIP CITY AIRPORT,42.75,-86.1
KBJC,Broomfield / Jeffco,39.916,-105.116
KBJI,Bemidji,47.5,-94.933
KBJJ,WOOSTER WAYNE COUNTY AIRPORT,40.866,-81.883
KBKB,"Ft. Polk, Fullerton Landing Strip",31.0,-92.616
KBKE,BAKER MUNICIPAL AIRPORT,44.833,-117.816
KBKL,CLEVELAND BURKE LAKEFRONT,41.533,-81.666
KBKT,Ft. Pickett / Blackstone,37.083,-77.95
KBKV,BROOKSVILLE HERNANDO CO AIRPORT,28.466,-82.45
KBLF,BLUEFIELD MERCER COUNTY AIRPORT,37.3,-81.2
KBLU,BLUE CANYON AIRPORT,39.283,-120.7
KBLX,Billing Yell Nexrad,45.853,-108.606
KBMG,MONROE COUNTY AIRPORT,39.15,-86.616
KBML,BERLIN MUNICIPAL AIRPORT,44.583,-71.183
KBNA,NASHVILLE INTERNATIONAL  AIRPORT,36.116,-86.683
KBNY,Burney,40.883,-121.666
KBOI,BOISE AIR TERMINAL,43.566,-116.233
KBOS,BOSTON LOGAN INTERNATIONAL,42.366,-71.016
KBOX,Boston Nexrad,41.95,-71.133
KBPG,"Big Spring, Big Spring McMahon-Wrinkle Airport",32.2,-101.516
KBPI,BIG PINEY-MARBLETON AIRPORT,42.583,-110.1
KBPT,SOUTHEAST TEXAS RGNL AIRPORT,29.583,-94.133
KBQX,Brazos 451,28.493,-95.724
KBTL,W.K.KELLOGG REGIONAL AIRPORT,42.3,-85.25
KBTR,BATON ROUGE METRO RYAN FIELD,30.533,-91.15
KBTV,BURLINGTON INTERNATIONAL,44.466,-73.15
KBUR,BURBANK-GLENDALE-PASADENA,34.2,-118.366
KBUY,BURLINGTON ALAMANCE REGIONAL,36.033,-79.466
KBVI,Beaver Falls Airport,40.766,-80.4
KBVN,"Albion, Albion Municipal Airport",41.728,-98.055
KBVO,BARTLESVILLE MUNICIPAL AIRPORT,36.766,-96.016
KBVS,"Burlington/Mount Vernon, Skagit Regional Airport",48.470,-122.420
KBVX,"Batesville, Batesville Regional Airport",35.733,-91.65
KBVY,BEVERLY MUNICIPAL AIRPORT,42.583,-70.916
KBWG,BOWLING GREEN-WARREN CO RGNL,36.966,-86.416
KBXA,"Bogalusa, George R Carr Memorial Air Field",30.813,-89.864
KBYG,BUFFALO JOHNSON COUNTY AIRPORT,44.383,-106.716
KBYI,BURLEY MUNICIPAL AIRPORT,42.55,-113.766
KBYY,"Bay City, Bay City Municipal Airport",28.973,-95.863
KBZN,BOZEMAN GALLATIN FIELD,45.783,-111.15
KC19,Holland / Tulip City,42.75,-86.1
KC52,"Burlington, Burlington Municipal Airport",42.690,-88.304
KC58,Two Rivers Coast Guard Station,44.133,-87.55
KC73,Dixon / Walgreen Field,41.833,-89.45
KC75,"Lacon, Marshall County Airport",41.019,-89.386
KC96,Winter Park Resort,39.883,-105.766
KCAD,Cadillac / Wexford County,44.283,-85.416
KCAE,COLUMBIA METROPOLITAN AIRPORT,33.95,-81.116
KCBE,"Cumberland, Greater Cumberland Regional Airport",39.615,-78.760
KCBF,Council Bluffs,41.266,-95.766
KCBG,Cambridge Municipal,45.566,-93.266
KCBM,Columbus Air Force Base,33.65,-88.45
KCCO,"Newnan, Newnan Coweta County Airport",33.312,-84.770
KCCR,CONCORD BUCHANAN FIELD,38.0,-122.05
KCCX,State College Nexrad,40.916,-78.0
KCCY,Charles City,43.066,-92.616
KCDC,CEDAR CITY MUN AIRPORT,37.7,-113.1
KCDH,Camden / Harrell Field,33.616,-92.766
KCDJ,CHILLICOTHE AGRI-SCIENCE CTR,39.816,-93.583
KCDW,CALDWELL ESSEX COUNTY AIRPORT,40.883,-74.283
KCEU,CLEMSON-OCONEE COUNTY AIRPORT,34.666,-82.883
KCFS,"Caro, Tuscola Area Airport",43.458,-83.445
KCFT,"Clifton/Morenci, Greenlee County Airport",32.952,-109.210
KCFV,COFFEYVILLE MUNICIPAL AIRPORT,37.083,-95.566
KCGI,CAPE GIRARDEAU REGIONAL,37.233,-89.583
KCGZ,"Casa Grande, Casa Grande Municipal Airport",32.95,-111.766
KCHA,LOVELL FIELD,35.033,-85.2
KCHH,Chatham,41.666,-69.966
KCHI,Chicago Weather Service Forecast Office,42.0,-87.883
KCHK,"Chickasha, Chickasha Municipal Airport",35.096,-97.966
KCHO,CHARLOTTESVILLE-ALBEMARLE,38.133,-78.45
KCID,CEDAR RAPIDS AIRPORT,41.883,-91.716
KCIR,"Cairo, Cairo Regional Airport",37.064,-89.219
KCIU,"Sault Ste Marie, Chippewa County International Airport",46.25,-84.466
KCJR,"Culpeper, Culpeper County Airport",38.526,-77.858
KCKB,HARRISON/MARION REGIONAL,39.3,-80.216
KCKL,Centreville,32.9,-87.25
KCKN,Crookston Municipal Field,47.85,-96.616
KCKP,"Cherokee, Cherokee Municipal Airport",42.731,-95.555
KCKV,CLARKSVILLE OUTLAW FIELD,36.616,-87.416
KCLK,"Clinton, Clinton Regional Airport",35.538,-98.921
KCLL,COLLEGE STN EASTERWOOD FIELD,30.583,-96.366
KCMX,HANCOCK HOUGHTON CTY. MEMO,47.166,-88.483
KCNB,Myers Field Airport,44.716,-96.266
KCNK,"Concordia, Blosser Municipal Airport",39.551,-97.650
KCNM,CARLSBAD CAVERN CITY,32.333,-104.266
KCOE,"Coeur d'Alene, Coeur d'Alene Air Terminal",47.766,-116.816
KCOF,Cocoa / Patrick Air Force Base,28.233,-80.6
KCOI,"Merritt Island, Merritt Island Airport",28.341,-80.685
KCON,"Concord, Concord Municipal Airport",43.195,-71.501
KCOQ,"Cloquet, Cloquet Carlton County Airport",46.7,-92.5
KCOS,COLORADO SPRINGS MUNI,38.816,-104.716
KCPK,"Chesapeake, Chesapeake Municipal Airport",36.665,-76.320
KCPR,NATRONA COUNTY INTERNATIONAL  AIRPORT,42.9,-106.466
KCPW,"Pagosa Springs, Wolf Creek Pass",37.451,-106.800
